,,,,,,,,,,
,compdeep合同会社　経費 管理表,,,,,,,,,
,2025年分,,,,,,,,,
,,日,支払先・内容等,該当項目,金額,備考,   TTM,,,
,4,１,市営地下鉄TMB（T-casual）,旅費交通費,"2,312",バルセロナ市内移動用 地下鉄・バス10回券（塩谷用）,184.22,,,
,4,１,市営地下鉄TMB（T-casual）,旅費交通費,"2,312",バルセロナ市内移動用 地下鉄・バス10回券（Cormac用）,,,,
,4,1,QuickNode,通信費,"14,832",クラウドストレージ,149.82,,$99.00,
,4,2,Mailgun inc.,通信費,"5,660",オンラインマーケティング,,,,
,4,3,Glovo,会議費,"7,254",shinoViプロジェクト打ち合わせ（４名）,161.06,,€45.04,
,4,6,Google play Japan　　,通信費,290,クラウドストレージ,,,,
,4,6,Freelancer,外注工賃,"13,873",グラフィックデザイン,146.03,,$95.00,
,4,6,Discord,通信費,"4,044",オンラインマーケティング,146.03,,$27.69,
,4,10,Glovo,会議費,"2,987",metagamiプロジェクト打ち合わせ（2名）,161.35,,"€18,51",
,4,13,Freelancer,外注工賃,"9,330",グラフィックデザイン,143.54,,$65.00,
,4,15,PETIT POT,会議費,"8,149",Absolute Internshipプロジェクト打ち合わせ（5名）,162.66,,,
,4,10,サマリーポケット,雑費,"2,236",備品倉庫,,,,
,4,16,Som Energia Sccl,光熱費,"36,691",インターネット・電気,161.70,,€226.91,
,4,11,Bockade Labs,通信費,"3,445",クラウドコンピューティング,143.54,,$24.00,
,4,16,Glovo,会議費,"3,981",metagamiプロジェクト打ち合わせ（2名）,161.70,,"€24,62",
,4,17,Tripo AI,通信費,"2,836",クラウドコンピューティング,142.53,,$19.90,
,4,20,Midjourney Inc,通信費,"5,257",オンラインマーケティング,142.46,,$36.90,
,4,20,Freelancer,外注工賃,"14,246",グラフィックデザイン,142.46,,$100.00,
,4,22,QATAR Airways,旅費交通費,"837,396",出張フライト,161.88,,"€5,172.94",
,4,23,Glovo,会議費,"7,652",metagamiプロジェクト打ち合わせ（2名）,161.82,,47.29€,
,4,25,Glovo,会議費,"8,493",metagamiプロジェクト打ち合わせ（2名）,162.52,,52.26€,
,4,25,vodafone,旅費交通費,"9,132",携帯（Cormac分）,162.52,,56.19€,
,4,27,Freelancer,外注工賃,"14,311",グラフィックデザイン,143.11,,$100.00,
,4,28,El Corte Ingles,消耗品費,"31,349",ワークチェア(２脚）,163.14,,,
,4,28,Bockade Labs,通信費,"1,293",クラウドコンピューティング,143.66,,$9.00,
,4,26,vodafone,通信費,"9,558",携帯電話（塩谷 分）,162.52,,58.81€,
,4,30,携帯代,通信費,"5,756",ドコモ,,,,
,4,30,Goolge Cloud,通信費,"46,335",クラウドコンピューティング,162.17,,€285.72,
,4,25,給与,給料賃金,"250,000",Cormac Guerin分,,,,
,4,25,給与,給料賃金,"250,000",塩谷分,,,,
,4,3,社会保険料,法定福利費,"157,456",,,,,
,,,,,,,,,,
,5,1,QuickNode,通信費,"14,163",クラウドストレージ,143.06,,$99.00,
,5,2,Mailgun inc.,通信費,"5,660",オンラインマーケティング,,,,
,5,2,EPIC Games,通信費,"11,461",3Dキャラクターモデル,164.65,,€69.61,
,5,2,EL Corte Ingles,消耗品費,"4,775",マウス,164.65,,,
,5,3,ヴィラフォンテーヌグランド羽田,旅費交通費,"13,600",１泊／２名分／東京出張,,,,
,5,4,JR東海	,旅費交通費,"23,000",新幹線代／２名分／東京出張,,,,
,5,4,Freelancer,外注工賃,"14,599",グラフィックデザイン,145.99,,$100.00,
,5,4,東京ギフトパレット,接待交際費,"1,728",,,,,
,5,4,東京ギフトパレット,接待交際費,"1,080",,,,,
,,,,消耗品費,,,,,,
,5,4,グリーンキャブ,旅費交通費,600,荷物搬送／２名乗車,,,,
,5,4,Shari ,会議費,"6,600",Metagamiプロジェクト打ち合わせ（4名）,,,,
,5,5,元町珈琲,会議費,"4,380",Metagamiプロジェクト打ち合わせ（５名）,,,,
,5,5,イオン,広告宣伝費,"12,386",イベント用配布用小物（宣伝用）,,,,
,5,6,フィール,消耗品費,"2,581",梱包資材,,,,
,5,6,サンドラッグ,消耗品費,"13,544",備品購入,,,,
,5,6,Discord,通信費,"4,042",オンラインマーケティング,145.99,,$27.69,
,5,6,Google play Japan　　,通信費,290,クラウドストレージ,,,,
,5,9,ハマユウ,会議費,"4,565",社内ミーティング/４名（Metagamiプロジェクトの進捗確認）,,,,
,5,9,あかのれん,消耗品費,"5,665",イベントで使う作業着／梱包資材,,,,
,,,,,,,,,,
,5,10,MITSUKOSHI,接待交際費,"1,512",手土産代,,,,
,5,10,MITSUKOSHI,接待交際費,"1,080",手土産代,,,,
,5,10,MITSUKOSHI,接待交際費,"1,620",手土産代,,,,
,5,10,Matsuzakaya,接待交際費,"1,620",手土産代,,,,
,5,10,ハンズ,消耗品費,"9,425",荷物運搬用キャリーケース,,,,
,5,11,ハンズ,消耗品費,"5,818",イベントで使う工具,,,,
,5,11,ハンズ,消耗品費,"1,980",文房具,,,,
,5,11,ハンズ,消耗品費,"3,838",モニター接続ケーブル（HDMI/DisplayPort）,,,,
,5,11,コメダ珈琲,会議費,"1,750",,,,,
,5,11,Freelancer,外注工賃,"14,582",グラフィックデザイン,145.82,,$100.00,
,5,11,Bockade Labs,通信費,"3,500",クラウドコンピューティング,145.82,,$24.00,
,5,12,サマリーポケット,雑費,"2,236",備品倉庫,,,,
,5,13,ピアゴ,,"3,926",,,,,
,5,14,日本郵便株式会社,荷造運賃,"4,550",荷物発送（２個）,,,,
,5,14,天野タクシー,旅費交通費,"1,600",荷物搬送／２名,,,,
,5,14,東海旅客鉄道株式会社,旅費交通費,"1,000",交通系ICカードチャージ（業務移動用）,,,,
,5,14,JR東海	,旅費交通費,"5,820",新幹線代／１名分／京都出張,,,,
,5,15,ダイマル京都店,,"17,600",手土産代,,,,
,5,15,	ホテルビスタプレミオ京都 和邸,旅費交通費,"61,090",3泊／２名分／京都・大阪出張,,,,
,5,15,神乃珈琲,会議費,"1,300",,,,,
,5,15,ヨドバシカメラ,消耗品費,"7,573",,,,,
,5,15,ヨドバシカメラ,修繕費,"9,636",バッテリー交換,,,,
